,Unnamed: 0,Company_(Maker-if known),Specific Bean Origin_or Bar Name,REF,Review_Date,Cocoa_Percent,Company_Location,Rating,Broad Bean_Origin,Latitude,Longitude,Company_Location_Count,Location Rarity Classification,Cocoa Amount Group
211,219,Blue Bandana,Guatemala,911,2012,0.7,U.S.A.,3.5,Guatemala,37.09,-95.71,738,most common,Average Amount
212,220,Blue Bandana,Madagascar,911,2012,0.7,U.S.A.,3.75,Madagascar,37.09,-95.71,738,most common,Average Amount
213,221,Bonnat,Selva Maya,1912,2016,0.75,France,3.5,Mexico,46.6,2.21,144,somewhat common,Average Amount
214,222,Bonnat,Kaori,1339,2014,0.75,France,4.0,Brazil,46.6,2.21,144,somewhat common,Average Amount
215,223,Bonnat,"Los Colorados, Santo Domingo, Equateur",1418,2014,0.75,France,3.25,Dominican Republic,46.6,2.21,144,somewhat common,Average Amount
216,224,Bonnat,Surfin,1418,2014,0.65,France,3.75,"Venez,Africa,Brasil,Peru,Mex",46.6,2.21,144,somewhat common,Average Amount
217,225,Bonnat,Maragnam,1038,2013,0.75,France,3.5,Brazil,46.6,2.21,144,somewhat common,Average Amount
218,226,Bonnat,Gabon,1042,2013,0.75,France,3.25,Gabon,46.6,2.21,144,somewhat common,Average Amount
219,227,Bonnat,Cuba,629,2011,0.75,France,3.5,Cuba,46.6,2.21,144,somewhat common,Average Amount
220,228,Bonnat,"Cusco, Cacao Cusco",629,2011,0.75,France,3.5,Peru,46.6,2.21,144,somewhat common,Average Amount
221,229,Bonnat,Piura Blanco,629,2011,0.75,France,3.5,Peru,46.6,2.21,144,somewhat common,Average Amount
222,230,Bonnat,Libanio,629,2011,0.75,France,3.75,Brazil,46.6,2.21,144,somewhat common,Average Amount
223,231,Bonnat,Haiti,629,2011,0.75,France,4.0,Haiti,46.6,2.21,144,somewhat common,Average Amount
224,232,Bonnat,"Madagascar, 100% criollo",629,2011,0.75,France,4.0,Madagascar,46.6,2.21,144,somewhat common,Average Amount
225,233,Bonnat,Juliana,672,2011,0.75,France,3.5,Brazil,46.6,2.21,144,somewhat common,Average Amount
226,234,Bonnat,Jamaique,761,2011,0.75,France,3.25,Jamaica,46.6,2.21,144,somewhat common,Average Amount
227,235,Bonnat,Ivory Coast,331,2009,0.75,France,3.0,Ivory Coast,46.6,2.21,144,somewhat common,Average Amount
228,236,Bonnat,"Porcelana, Apotequil",336,2009,0.75,France,2.75,Peru,46.6,2.21,144,somewhat common,Average Amount
229,237,Bonnat,"Porcelana, Tabasco, Marfil de Blanco",336,2009,0.75,France,3.0,Mexico,46.6,2.21,144,somewhat common,Average Amount
230,238,Bonnat,"Xoconusco, cacao Real",395,2009,0.75,France,3.0,Mexico,46.6,2.21,144,somewhat common,Average Amount
231,239,Bonnat,"Porcelana, Venezuela",199,2008,0.75,France,4.0,Venezuela,46.6,2.21,144,somewhat common,Average Amount
232,240,Bonnat,Equateur,123,2007,0.75,France,2.5,Ecuador,46.6,2.21,144,somewhat common,Average Amount
233,241,Bonnat,Trinite,24,2006,0.75,France,3.75,Carribean,46.6,2.21,144,somewhat common,Average Amount
234,242,Bonnat,"Ocumare, Puerto Cabello",32,2006,0.75,France,4.0,Venezuela,46.6,2.21,144,somewhat common,Average Amount
235,243,Bonnat,"Maracaibo, El Rosario",48,2006,0.75,France,4.0,Venezuela,46.6,2.21,144,somewhat common,Average Amount
236,244,Bonnat,Madagascar,75,2006,0.75,France,4.0,Madagascar,46.6,2.21,144,somewhat common,Average Amount
237,246,Bonnat,Ceylan,81,2006,0.75,France,3.0,Sri Lanka,46.6,2.21,144,somewhat common,Average Amount
238,247,Bonnat,Chuao,81,2006,0.75,France,4.0,Venezuela,46.6,2.21,144,somewhat common,Average Amount
239,248,Bouga Cacao (Tulicorp),"El Oro, Hacienda de Oro",316,2009,0.77,Ecuador,3.25,Ecuador,-1.83,-78.18,54,rare,Average Amount
240,249,Bouga Cacao (Tulicorp),"El Oro, Hacienda de Oro",341,2009,1.0,Ecuador,1.5,Ecuador,-1.83,-78.18,54,rare,High Amount
241,250,Bowler Man,Maya Mountain,1267,2014,0.7,U.S.A.,2.75,Belize,37.09,-95.71,738,most common,Average Amount
242,251,Bowler Man,Conacado,1271,2014,0.7,U.S.A.,2.75,Dominican Republic,37.09,-95.71,738,most common,Average Amount
243,252,Brasstown aka It's Chocolate,"Guasare, Zulia Prov.",1868,2016,0.7,U.S.A.,3.5,Venezuela,37.09,-95.71,738,most common,Average Amount
244,253,Brasstown aka It's Chocolate,"O'payo, Waslala",1868,2016,0.7,U.S.A.,3.75,Nicaragua,37.09,-95.71,738,most common,Average Amount
245,254,Brasstown aka It's Chocolate,Conacado,1462,2015,0.68,U.S.A.,3.75,Dominican Republic,37.09,-95.71,738,most common,Average Amount
246,255,Brasstown aka It's Chocolate,Maya Mountain,1255,2014,0.7,U.S.A.,3.75,Belize,37.09,-95.71,738,most common,Average Amount
247,256,Brasstown aka It's Chocolate,Chuao,1355,2014,0.7,U.S.A.,4.0,Venezuela,37.09,-95.71,738,most common,Average Amount
248,257,Brasstown aka It's Chocolate,Cooproagro,1125,2013,0.72,U.S.A.,3.0,Dominican Republic,37.09,-95.71,738,most common,Average Amount
249,258,Brasstown aka It's Chocolate,"Camino Verde, Guayas",1125,2013,0.7,U.S.A.,3.25,Ecuador,37.09,-95.71,738,most common,Average Amount
250,259,Brasstown aka It's Chocolate,Ghana,1129,2013,0.75,U.S.A.,3.5,Ghana,37.09,-95.71,738,most common,Average Amount
251,260,Brasstown aka It's Chocolate,"Chuao, Mantuano blend",1129,2013,0.85,U.S.A.,3.5,Venezuela,37.09,-95.71,738,most common,High Amount
252,261,Brazen,Elvesia P.,1514,2015,0.6,U.S.A.,3.0,Dominican Republic,37.09,-95.71,738,most common,Light Amount
253,262,Brazen,Elvesia P.,1514,2015,0.8,U.S.A.,3.25,Dominican Republic,37.09,-95.71,738,most common,High Amount
254,263,Brazen,"Alta Verapaz, 2014",1514,2015,0.7,U.S.A.,3.5,Guatemala,37.09,-95.71,738,most common,Average Amount
255,264,Brazen,Ambolikapiky P.,1518,2015,0.8,U.S.A.,2.75,Madagascar,37.09,-95.71,738,most common,High Amount
256,265,Brazen,Maya Mountain,1518,2015,0.8,U.S.A.,3.25,Belize,37.09,-95.71,738,most common,High Amount
257,266,Brazen,Ambolikapkly P.,1518,2015,0.6,U.S.A.,3.25,Madagascar,37.09,-95.71,738,most common,Light Amount
258,267,Breeze Mill,Jamaica,1149,2013,0.7,U.S.A.,3.0,Jamaica,37.09,-95.71,738,most common,Average Amount
259,268,Bright,Somia Plantation,1231,2014,0.72,Australia,3.0,Madagascar,-25.27,133.78,46,rare,Average Amount
260,269,Bright,Marabel Farms,1231,2014,0.7,Australia,3.5,Dominican Republic,-25.27,133.78,46,rare,Average Amount
261,270,Bright,"Camino Verde, Balao, Guayas",1231,2014,0.72,Australia,3.5,Ecuador,-25.27,133.78,46,rare,Average Amount
262,271,Bright,Gran Couva,1235,2014,0.68,Australia,2.75,Trinidad,-25.27,133.78,46,rare,Average Amount
263,272,Britarev,Ecuador,1638,2015,0.7,Russia,3.25,Ecuador,61.52,105.32,1,extra rare,Average Amount
264,273,Bronx Grrl Chocolate,Dominican Republic,1181,2013,0.68,U.S.A.,2.75,Dominican Republic,37.09,-95.71,738,most common,Average Amount
265,274,Burnt Fork Bend,Trinidad,1299,2014,0.72,U.S.A.,3.25,Trinidad,37.09,-95.71,738,most common,Average Amount
266,275,Burnt Fork Bend,Mindo,1299,2014,0.72,U.S.A.,3.5,Ecuador,37.09,-95.71,738,most common,Average Amount
267,276,Burnt Fork Bend,Belize,1303,2014,0.72,U.S.A.,3.25,Belize,37.09,-95.71,738,most common,Average Amount
268,278,Burnt Fork Bend,"Ecuador, Bob Bar",1323,2014,0.6,U.S.A.,2.5,Ecuador,37.09,-95.71,738,most common,Light Amount
269,279,Cacao Arabuco,Puerto Rico,1606,2015,0.7,Puerto Rico,2.5,Puerto Rico,18.22,-66.59,4,extra rare,Average Amount
270,280,Cacao Atlanta,Tumbes,1215,2014,0.75,U.S.A.,2.5,Peru,37.09,-95.71,738,most common,Average Amount
271,281,Cacao Atlanta,"Dominican Republic, ""Love Bar""",502,2010,0.75,U.S.A.,2.5,Dominican Republic,37.09,-95.71,738,most common,Average Amount
272,282,Cacao Atlanta,Dominican Republic w/ nibs,502,2010,0.75,U.S.A.,2.75,Dominican Republic,37.09,-95.71,738,most common,Average Amount
273,283,Cacao Atlanta,Patanemo,600,2010,0.75,U.S.A.,2.25,Venezuela,37.09,-95.71,738,most common,Average Amount
274,284,Cacao Barry,Grand 'Anse,1716,2016,0.65,France,3.5,Haiti,46.6,2.21,144,somewhat common,Average Amount
275,285,Cacao Barry,Santo Domingo,586,2010,0.7,France,3.0,Dominican Republic,46.6,2.21,144,somewhat common,Average Amount
276,286,Cacao Barry,Tanzania,300,2008,0.75,France,2.0,Tanzania,46.6,2.21,144,somewhat common,Average Amount
277,287,Cacao Barry,Venezuela,141,2007,0.72,France,2.0,Venezuela,46.6,2.21,144,somewhat common,Average Amount
278,288,Cacao Barry,Mexico,147,2007,0.66,France,3.0,Mexico,46.6,2.21,144,somewhat common,Average Amount
279,289,Cacao de Origen,Chuao,1688,2015,0.77,Venezuela,3.5,Venezuela,6.42,-66.59,20,extra rare,Average Amount
280,290,Cacao de Origen,Rio Caribe,1692,2015,0.75,Venezuela,3.25,Venezuela,6.42,-66.59,20,extra rare,Average Amount
281,291,Cacao de Origen,Agua Fria; Sucre region,1391,2014,0.75,Venezuela,2.5,Venezuela,6.42,-66.59,20,extra rare,Average Amount
282,292,Cacao de Origen,Macuare; Miranda; Chloe formula,1391,2014,0.74,Venezuela,3.25,Venezuela,6.42,-66.59,20,extra rare,Average Amount
283,293,Cacao de Origen,"Chuao, Aragua region",1391,2014,0.75,Venezuela,3.5,Venezuela,6.42,-66.59,20,extra rare,Average Amount
284,294,Cacao de Origen,"Chuao, Aragua region",1395,2014,0.7,Venezuela,3.75,Venezuela,6.42,-66.59,20,extra rare,Average Amount
285,295,Cacao de Origin,Hacienda la Trinidad,1668,2015,0.74,Venezuela,3.25,Venezuela,6.42,-66.59,20,extra rare,Average Amount
286,296,Cacao Hunters,Macondo,1816,2016,0.71,Colombia,3.75,Colombia,4.57,-74.3,23,extra rare,Average Amount
287,297,Cacao Hunters,Perla Negra,1816,2016,0.74,Colombia,3.75,Colombia,4.57,-74.3,23,extra rare,Average Amount
288,298,Cacao Hunters,Arhuacos,1662,2015,0.72,Colombia,3.75,Colombia,4.57,-74.3,23,extra rare,Average Amount
289,299,Cacao Hunters,Sierra Nevada,1430,2014,0.64,Colombia,3.5,Colombia,4.57,-74.3,23,extra rare,Light Amount
290,300,Cacao Hunters,Tumaco,1430,2014,0.7,Colombia,3.5,Colombia,4.57,-74.3,23,extra rare,Average Amount
291,301,Cacao Hunters,"Boyaca, Aprocampa Coop, Pauna",1434,2014,0.69,Colombia,2.75,Colombia,4.57,-74.3,23,extra rare,Average Amount
292,302,Cacao Hunters,Arauca,1434,2014,0.7,Colombia,3.25,Colombia,4.57,-74.3,23,extra rare,Average Amount
293,303,Cacao Market,"Jutiapa, lot 050916D",1860,2016,0.7,U.S.A.,3.5,Honduras,37.09,-95.71,738,most common,Average Amount
294,304,Cacao Prieto,"Criollo, Dominican Republic",991,2012,0.72,U.S.A.,3.75,Dominican Republic,37.09,-95.71,738,most common,Average Amount
295,305,Cacao Prieto,"Dominican Republicm, rustic",641,2011,0.72,U.S.A.,3.0,Dominican Republic,37.09,-95.71,738,most common,Average Amount
296,306,Cacao Prieto,Dominican Republic,641,2011,0.66,U.S.A.,3.75,Dominican Republic,37.09,-95.71,738,most common,Average Amount
297,307,Cacao Prieto,"Dominican Republic, rustic",647,2011,0.65,U.S.A.,3.25,Dominican Republic,37.09,-95.71,738,most common,Average Amount
298,308,Cacao Sampaka,"Mahali, Kasai",1908,2016,0.7,Spain,3.5,Congo,40.46,-3.7,21,extra rare,Average Amount
299,309,Cacao Sampaka,Madagascar,508,2010,0.71,Spain,3.5,Madagascar,40.46,-3.7,21,extra rare,Average Amount
300,310,Cacao Sampaka,Ecuador,523,2010,0.71,Spain,3.75,Ecuador,40.46,-3.7,21,extra rare,Average Amount
301,311,Cacao Sampaka,Papua,523,2010,0.71,Spain,4.0,Papua New Guinea,40.46,-3.7,21,extra rare,Average Amount
302,312,Cacao Sampaka,Grenada,537,2010,0.71,Spain,3.25,Grenada,40.46,-3.7,21,extra rare,Average Amount
303,313,Cacao Sampaka,Venezuela,537,2010,0.71,Spain,3.5,Venezuela,40.46,-3.7,21,extra rare,Average Amount
304,314,Cacao Sampaka,Venezuela,537,2010,0.77,Spain,3.5,Venezuela,40.46,-3.7,21,extra rare,Average Amount
305,315,Cacao Sampaka,"Porcelana, Tabasco, La Joya",336,2009,0.7,Spain,4.0,Mexico,40.46,-3.7,21,extra rare,Average Amount
306,316,Cacao Sampaka,"Xoconusco, Chiapas",346,2009,0.7,Spain,4.0,Mexico,40.46,-3.7,21,extra rare,Average Amount
307,317,Cacao Store,Madagascar,1684,2015,0.7,Japan,3.0,Madagascar,36.2,138.25,17,extra rare,Average Amount
308,318,Cacao Store,Peru,1684,2015,0.7,Japan,3.25,Peru,36.2,138.25,17,extra rare,Average Amount
309,319,Cacao Store,Vietnam,1684,2015,0.7,Japan,3.5,Vietnam,36.2,138.25,17,extra rare,Average Amount
310,320,Cacaosuyo (Theobroma Inversiones),Piura,1173,2013,0.7,Peru,3.25,Peru,-9.19,-75.02,17,extra rare,Average Amount
311,321,Cacaoyere (Ecuatoriana),Amazonia,237,2008,0.63,Ecuador,3.5,Ecuador,-1.83,-78.18,54,rare,Light Amount
312,322,Cacaoyere (Ecuatoriana),Esmeraldas,237,2008,0.71,Ecuador,3.5,Ecuador,-1.83,-78.18,54,rare,Average Amount
313,323,Cacaoyere (Ecuatoriana),Bolivar,245,2008,0.82,Ecuador,2.5,Ecuador,-1.83,-78.18,54,rare,High Amount
314,324,Cacaoyere (Ecuatoriana),Pichincha,259,2008,0.91,Ecuador,1.5,Ecuador,-1.83,-78.18,54,rare,High Amount
315,325,Callebaut,Grenade,296,2008,0.6,Belgium,2.75,Grenada,50.85,4.47,37,rare,Light Amount
316,326,Callebaut,Baking,141,2007,0.7,Belgium,1.0,Ecuador,50.85,4.47,37,rare,Average Amount
317,327,C-Amaro,Cuba,1442,2014,0.75,Italy,2.5,Cuba,41.87,12.57,54,rare,Average Amount
318,328,C-Amaro,Dominican Republic,1442,2014,0.72,Italy,3.0,Dominican Republic,41.87,12.57,54,rare,Average Amount
319,330,C-Amaro,Ecuador,1185,2013,1.0,Italy,3.5,Ecuador,41.87,12.57,54,rare,High Amount
320,331,C-Amaro,Venezuela,809,2012,0.8,Italy,3.0,Venezuela,41.87,12.57,54,rare,High Amount
321,332,C-Amaro,Sao Tome,749,2011,0.78,Italy,2.25,Sao Tome,41.87,12.57,54,rare,Average Amount
322,333,C-Amaro,Trinidad,765,2011,0.7,Italy,2.5,Trinidad,41.87,12.57,54,rare,Average Amount
323,334,Cao,Porcelana,1804,2016,0.75,U.S.A.,2.5,Venezuela,37.09,-95.71,738,most common,Average Amount
324,335,Cao,Tanzania,1804,2016,0.73,U.S.A.,2.75,Tanzania,37.09,-95.71,738,most common,Average Amount
325,336,Cao,"Porcelana, Batch 5163",1804,2016,0.7,U.S.A.,3.0,Venezuela,37.09,-95.71,738,most common,Average Amount
326,337,Cao,Bolivia,1808,2016,0.75,U.S.A.,3.0,Bolivia,37.09,-95.71,738,most common,Average Amount
327,338,Cao,Brazil,1808,2016,0.7,U.S.A.,3.25,Brazil,37.09,-95.71,738,most common,Average Amount
328,339,Caoni (Tulicorp),Esmeraldas,237,2008,0.77,Ecuador,2.0,Ecuador,-1.83,-78.18,54,rare,Average Amount
329,340,Caoni (Tulicorp),Manabi,237,2008,0.77,Ecuador,2.5,Ecuador,-1.83,-78.18,54,rare,Average Amount
330,341,Caoni (Tulicorp),Los Rios,245,2008,0.77,Ecuador,2.75,Ecuador,-1.83,-78.18,54,rare,Average Amount
331,342,Caoni (Tulicorp),Manabi,266,2008,0.55,Ecuador,3.0,Ecuador,-1.83,-78.18,54,rare,Light Amount
332,343,Caoni (Tulicorp),Los Rios,269,2008,0.55,Ecuador,3.25,Ecuador,-1.83,-78.18,54,rare,Light Amount
333,344,Caoni (Tulicorp),Esmeraldas,269,2008,0.55,Ecuador,3.5,Ecuador,-1.83,-78.18,54,rare,Light Amount
334,345,Captain Pembleton,"Saidor Estate, Madang P.",1263,2014,0.7,New Zealand,3.5,Papua New Guinea,-40.9,174.89,17,extra rare,Average Amount
335,346,Captain Pembleton,Kulili Estate,1263,2014,0.7,New Zealand,3.75,Papua New Guinea,-40.9,174.89,17,extra rare,Average Amount
336,347,Caribeans,"Antigua, Special Reserve",1582,2015,0.72,Costa Rica,3.5,Guatemala,9.75,-84.07,9,extra rare,Average Amount
337,348,Caribeans,"Talamanca, Raul-Kekoldo community",1586,2015,0.72,Costa Rica,3.25,Costa Rica,9.75,-84.07,9,extra rare,Average Amount
338,349,Caribeans,Anselmo Paraiso Estate,1586,2015,0.72,Costa Rica,3.5,Costa Rica,9.75,-84.07,9,extra rare,Average Amount
339,350,Caribeans,Costa Rica,841,2012,0.72,Costa Rica,3.0,Costa Rica,9.75,-84.07,9,extra rare,Average Amount
340,351,Caribeans,Costa Rica,845,2012,0.8,Costa Rica,2.75,Costa Rica,9.75,-84.07,9,extra rare,High Amount
341,352,Carlotta Chocolat,Arauca,1884,2016,0.65,Colombia,3.0,Colombia,4.57,-74.3,23,extra rare,Average Amount
342,353,Carlotta Chocolat,Tumaco,1888,2016,0.65,Colombia,3.25,Colombia,4.57,-74.3,23,extra rare,Average Amount
343,354,Carlotta Chocolat,Cordoba,1888,2016,0.65,Colombia,3.25,Colombia,4.57,-74.3,23,extra rare,Average Amount
344,355,Carlotta Chocolat,Huila,1888,2016,0.65,Colombia,3.5,Colombia,4.57,-74.3,23,extra rare,Average Amount
345,356,Carlotta Chocolat,Cesar,1888,2016,0.65,Colombia,3.5,Colombia,4.57,-74.3,23,extra rare,Average Amount
346,357,Castronovo,"Maya Mtn, Batch 454, Heirloom",1724,2016,0.72,U.S.A.,4.0,Belize,37.09,-95.71,738,most common,Average Amount
347,358,Castronovo,"the lost city, gracias a dias, batch 362",1570,2015,0.72,U.S.A.,3.5,Honduras,37.09,-95.71,738,most common,Average Amount
348,359,Castronovo,"Duarte, Batch 360",1570,2015,0.7,U.S.A.,3.75,Domincan Republic,37.09,-95.71,738,most common,Average Amount
349,360,Castronovo,"Piaroa, Amazonas, Batch 350",1574,2015,0.72,U.S.A.,3.5,Venezuela,37.09,-95.71,738,most common,Average Amount
350,361,Castronovo,Sierra Nevada,1347,2014,0.72,U.S.A.,3.5,Colombia,37.09,-95.71,738,most common,Average Amount
351,362,Castronovo,Arauca,1371,2014,0.76,U.S.A.,3.5,Colombia,37.09,-95.71,738,most common,Average Amount
352,363,Castronovo,Elvesia P.,1407,2014,0.7,U.S.A.,2.75,Dominican Republic,37.09,-95.71,738,most common,Average Amount
353,364,Castronovo,Bolivia,1101,2013,0.7,U.S.A.,3.0,Bolivia,37.09,-95.71,738,most common,Average Amount
354,365,Castronovo,Conacado,1101,2013,0.73,U.S.A.,3.5,Dominican Republic,37.09,-95.71,738,most common,Average Amount
355,366,Castronovo,San Martin,1105,2013,0.7,U.S.A.,2.5,Peru,37.09,-95.71,738,most common,Average Amount
356,367,Castronovo,"Guaniamo, Amazonas",1105,2013,0.7,U.S.A.,3.25,Venezuela,37.09,-95.71,738,most common,Average Amount
357,368,Castronovo,Nicaragua,1109,2013,0.72,U.S.A.,3.25,Nicaragua,37.09,-95.71,738,most common,Average Amount
358,369,Castronovo,Tumbes,1153,2013,0.7,U.S.A.,2.75,Peru,37.09,-95.71,738,most common,Average Amount
359,370,Castronovo,Guaniamo,1153,2013,0.72,U.S.A.,3.0,Venezuela,37.09,-95.71,738,most common,Average Amount
360,371,Cello,Ecuador,1247,2014,0.7,U.S.A.,2.5,Ecuador,37.09,-95.71,738,most common,Average Amount
361,372,Cello,Peru,1247,2014,0.7,U.S.A.,2.75,Peru,37.09,-95.71,738,most common,Average Amount
362,373,Cello,Venezuela,1251,2014,0.7,U.S.A.,2.75,Venezuela,37.09,-95.71,738,most common,Average Amount
363,374,Cello,Bolivia,1251,2014,0.7,U.S.A.,3.0,Bolivia,37.09,-95.71,738,most common,Average Amount
364,375,Cemoi,Equateur,404,2009,0.72,France,2.75,Ecuador,46.6,2.21,144,somewhat common,Average Amount
365,376,Chaleur B,Uganda,1426,2014,0.7,Canada,2.75,Uganda,56.13,-106.35,117,somewhat rare,Average Amount
366,377,Charm School,Maya Mtn,1900,2016,0.7,U.S.A.,3.25,Belize,37.09,-95.71,738,most common,Average Amount
367,378,Chchukululu (Tulicorp),Arriba,486,2010,0.55,Ecuador,2.75,Ecuador,-1.83,-78.18,54,rare,Light Amount
368,379,Chchukululu (Tulicorp),Los Rios,252,2008,0.75,Ecuador,3.0,Ecuador,-1.83,-78.18,54,rare,Average Amount
369,380,Chequessett,la Amistad,1235,2014,0.7,U.S.A.,3.5,Costa Rica,37.09,-95.71,738,most common,Average Amount
370,382,Chocablog,Ecuador,1454,2015,0.7,U.K.,3.25,Ecuador,55.37,-1.17,95,somewhat rare,Average Amount
371,383,Choco Del Sol,Maya Mountain w/ nibs,1407,2014,0.75,Germany,3.0,Belize,51.17,10.45,35,rare,Average Amount
372,384,Choco Del Sol,Maya Mountain,1407,2014,0.82,Germany,3.25,Belize,51.17,10.45,35,rare,High Amount
373,385,Choco Dong,"Mekong Delta, early 2014 Harvest",1696,2015,0.7,South Korea,2.75,Vietnam,35.91,127.77,5,extra rare,Average Amount
374,386,Choco Dong,"Tawau, Oct. 2015 Harvest",1696,2015,0.7,South Korea,3.5,Malaysia,35.91,127.77,5,extra rare,Average Amount
375,387,Chocolarder,Peru,1482,2015,0.65,U.K.,2.5,Peru,55.37,-1.17,95,somewhat rare,Average Amount
376,388,Chocolarder,Peru + nibs,1482,2015,0.65,U.K.,2.75,Peru,55.37,-1.17,95,somewhat rare,Average Amount
377,389,Chocolarder,Dominican Republic,1514,2015,0.8,U.K.,2.5,Dominican Republic,55.37,-1.17,95,somewhat rare,High Amount
378,390,Chocola'te,Madagascar,647,2011,0.7,U.S.A.,3.75,Madagascar,37.09,-95.71,738,most common,Average Amount
379,391,Chocola'te,Venezuela,647,2011,0.68,U.S.A.,3.75,Venezuela,37.09,-95.71,738,most common,Average Amount
380,392,Chocolate Alchemist-Philly,"Tumbes, ""Zarumilla""",1772,2016,0.9,U.S.A.,2.5,Peru,37.09,-95.71,738,most common,High Amount
381,394,Chocolate Con Amor,Wild Bolivian,1760,2016,0.7,U.S.A.,2.5,Bolivia,37.09,-95.71,738,most common,Average Amount
382,395,Chocolate Con Amor,Uganda,1760,2016,0.7,U.S.A.,2.75,Uganda,37.09,-95.71,738,most common,Average Amount
383,396,Chocolate Con Amor,Dominican Republic,1764,2016,0.6,U.S.A.,3.0,Dominican Republic,37.09,-95.71,738,most common,Light Amount
384,397,Chocolate Con Amor,Dominican Republic,1764,2016,0.75,U.S.A.,3.0,Dominican Republic,37.09,-95.71,738,most common,Average Amount
385,398,Chocolate Con Amor,Ocumare,1764,2016,0.8,U.S.A.,3.0,Venezuela,37.09,-95.71,738,most common,High Amount
386,399,Chocolate Con Amor,Ecuador,1764,2016,0.7,U.S.A.,3.25,Ecuador,37.09,-95.71,738,most common,Average Amount
387,400,Chocolate Con Amor,Nicaragua,1768,2016,0.8,U.S.A.,2.75,Nicaragua,37.09,-95.71,738,most common,High Amount
388,401,Chocolate Conspiracy,Peru,1259,2014,0.74,U.S.A.,2.75,Peru,37.09,-95.71,738,most common,Average Amount
389,402,Chocolate Makers,Tres Hombres,1530,2015,0.75,Amsterdam,3.25,Dominican Republic,52.37,4.9,4,extra rare,Average Amount
390,403,Chocolate Makers,"Congo, Gorilla bar",1530,2015,0.68,Amsterdam,3.5,Congo,52.37,4.9,4,extra rare,Average Amount
391,404,Chocolate Makers,"Peru, Awagum bar",1530,2015,0.8,Amsterdam,3.75,Peru,52.37,4.9,4,extra rare,High Amount
392,405,"Chocolate Tree, The",Maranon,1582,2015,0.69,Scotland,3.75,Peru,56.49,-4.2,10,extra rare,Average Amount
393,406,"Chocolate Tree, The",Carenero Superior,1582,2015,0.8,Scotland,3.75,Venezuela,56.49,-4.2,10,extra rare,High Amount
394,407,"Chocolate Tree, The",Peru,1121,2013,0.7,Scotland,3.75,Peru,56.49,-4.2,10,extra rare,Average Amount
395,408,"Chocolate Tree, The",Ecuador,919,2012,0.82,Scotland,2.5,Ecuador,56.49,-4.2,10,extra rare,High Amount
396,409,"Chocolate Tree, The",Peru,919,2012,0.68,Scotland,2.75,Peru,56.49,-4.2,10,extra rare,Average Amount
397,410,"Chocolate Tree, The",Madagascar,919,2012,0.72,Scotland,3.25,Madagascar,56.49,-4.2,10,extra rare,Average Amount
